Split,Classifier,Parameters,Threshold,Accuracy,Precision,Recall,F1,AUC_ROC
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.05,0.7090475649903508,0.43142597638510444,0.07592104211619916,0.1291199456337071,0.6099494392126746
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.1,0.6965149279146328,0.4030426884650318,0.14185247342763527,0.20984808181119582,0.6099494392126746
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.2,0.6692927687592235,0.3834714496537632,0.2699592423879166,0.31685582965950665,0.6099494392126746
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.3,0.6425019866046089,0.3776583667600091,0.39878526332614084,0.38793438544662984,0.6099494392126746
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.5,0.5677829492564422,0.3518753973299428,0.6192759530088707,0.4487621253800492,0.6099494392126746
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.01,0.7162220456351459,0.5159090909090909,0.018141133221449692,0.03504979541418976,0.6228413696742575
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.02,0.7148598024747418,0.4738636363636364,0.033325341644689525,0.06227133577241844,0.6228413696742575
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.05,0.7112271540469974,0.45322434150772023,0.07975705266522816,0.13564390078151545,0.6228413696742575
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.1,0.7028720626631854,0.4348319709355132,0.15304083752896988,0.22639947981320568,0.6228413696742575
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.2,0.6791009195141333,0.40799182654103755,0.2872212898585471,0.3371165931901322,0.6228413696742575
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.3,0.6484958565103871,0.3876485279648831,0.4093342923359706,0.39819637720593953,0.6228413696742575
3,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.5,0.5718242706323079,0.35591681046226503,0.626388555901862,0.45391631678007827,0.6228413696742575
